,RANK,SCHOOL,Link,TOWN,TYPE,A_LEVEL,A_LEVEL_1,A_LEVEL_2,A_LEVEL_3,GCSE,GCSE_1,Type,desc,address,address_revised,long,lat,gender_age,Annual fees,Annual fee average,Inspection rating,Gender,students_n,website,fee,boarding_fee,boys,girls,6_form,mixed,day_fee,annual_fee,day,boarding
134,134,Immanuel College,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82360/table/33/immanuel-college,Bushey,,23.4,52.5,79.5,111,68.3,127,Private,"Welcome to Immanuel College, Idle, Bradford. Proud member of the Bradford Diocesan Academies Trust. Download our Prospectus today or call (01274) 425900.","Elstree Rd, Herts, Bushey WD23 4EB","Elstree Road, Bushey, Hertfordshire, WD23 4EB",51.64262355,-0.334699962,Mixed (4 to 18). Mixed sixth form,,,,,698 (4-18),www.immanuelcollege.co.uk,"Day K &pound 6,615 (11-18)",,0,0,1,1,6615,19845,1,
135,135,Walthamstow Hall,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82593/table/33/walthamstow-hall,Sevenoaks,,16.8,52.4,77.3,133,77.8,73,Private,,"Holly Bush Lane, Sevenoaks, Kent, United Kingdom","Holly Bush Lane, Sevenoaks, Kent, TN13 3UL",51.2796711,0.198363538,Girls (3 to 18),,,,,554 (3-18),www.walthamstow-hall.co.uk,"Day K &pound 7,070 (11-18)",,0,1,0,0,7070,21210,1,
136,136,Fettes College,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82325/table/33/fettes-college,Edinburgh,,17.9,52.4,77,136,72.6,98,Private,"Fettes College is a co-educational independent boarding and day school in Edinburgh, Scotland, with over two-thirds of its pupils in residence on campus.","Carrington Rd, Edinburgh EH4 1QX","Carrington Road, Edinburgh, EH4 1QX",55.96513925,-3.227770042,Mixed (7 to 18). Mixed sixth form,"GBP 33,600–33,600","GBP 33,500",Excellent,Co-educational,765 (7-18),www.fettes.com,"Day K &pound 10,290 (13-18) includes lunch","Boarding K &pound 12,400 (13-18)",0,0,1,1,10290,30870,1,1
137,137,"King's High School, Warwick",https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82610/table/33/kings-high-school-warwick,Warwick,,17.4,52.2,82.2,86=,74.7,85=,Private,"Since opening our doors in 1879, King's High has been at the forefront of girls' education. We are proud to put each girl's aspirations and wellbeing at the ...","Banbury Rd, Warwick CV34 6YE","Banbury Road, Warwick, CV34 6YE",52.277492,-1.574562506,Girls (11 to 18),,,,,773 (11-18),www.kingshighwarwick.co.uk,"Day K &pound 4,779 (11-18)",,0,1,0,0,4779,14337,1,
138,138,Ripon Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83839/table/34/ripon-grammar-school,Ripon,Selective (100%),21,52.1,78.2,47=,63.8,76,State,"Set in extensive, beautiful grounds at the heart of the historic city of Ripon, Ripon Grammar School possesses a strong sense of place. Boarding inevitably ...","16 Clotherholme Rd, Ripon HG4 2DG","Clotherholme Road, Ripon, North Yorkshire, HG4 2DG",54.13875825,-1.53781181,Mixed (11 to 18). Mixed sixth form,,,,,933,www.ripongrammar.co.uk,,1,0,0,1,1,0,0,1,1
139,139,St James Senior Girls' School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82205/table/33/st-james-senior-girls-school,London,,23.1,52,79.3,112=,69.7,116=,Private,"We offer an education that is designed to be multi-layered, nurturing the intellectual, emotional, physical and spiritual aspects of human nature.","6 Earsby St, London W14 8SH","Earsby Street, West Kensington, London, W14 8SH",51.49488815,-0.209088658,"Girls, mixed prep (4 to 18)",,,,,268 (11-18),www.stjamesschools.co.uk,"Day K &pound 7,160 (11-18) includes lunch",,0,1,0,0,7160,21480,1,
140,140,The Portsmouth Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82351/table/33/the-portsmouth-grammar-school,Portsmouth,,17.6,52,78.3,126,65.5,146=,Private,"The Portsmouth Grammar School is a co-educational independent day school in Portsmouth, England, located in the historic part of Portsmouth.","1 High St, Portsmouth PO1 2LN","High Street, Portsmouth, Hampshire, PO1 2LN",50.79157205,-1.099600613,Mixed (2 to 18). Mixed sixth form,,,,,"1,295 (11-18)",www.pgs.org.uk,"Day K &pound 5,754 (11-18)",,0,0,1,1,5754,17262,1,
141,141,Bradford Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82571/table/33/bradford-grammar-school,Bradford,,17.6,52,78.1,127,73.7,91,Private,Practical workshop for Year 10 Art students today with international artist Ian Murphy who is @bradfordgrammar sharing his methods & the processes that go ...,"Keighley Rd, Bradford BD9 4JP","Keighley Road, Bradford, West Yorkshire, BD9 4JP",53.815157,-1.769421332,Mixed (6 to 18). Mixed sixth form,,,,,"1,016 (6-18)",www.bradfordgrammar.com,"Day K &pound 4,511 (11-18)",,0,0,1,1,4511,13533,1,
142,142,"Queen's College, London",https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82227/table/33/queens-college-london,London,,16.6,51.5,81.5,92,73.9,90,Private,"Queen's is a leading independent day school for girls between the ages of 11 and 18, occupying four large houses on Harley Street in central London.","Harley St, London W1G 8BT","43-49 Harley Street, Marylebone, London, W1G 8BT",51.51848505,-0.146984652,Girls (4 to 18),"GBP 22,035–22,035","GBP 22,000",Excellent,All girls,615 (4-18),www.qcl.org.uk,"Day K &pound 6,646 (11-18)",,0,1,0,0,6646,19938,1,
143,143,Old Palace of John Whitgift School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82589/table/33/old-palace-of-john-whitgift-school,Croydon,,-,51.4,87,67=,71.7,103=,Private,"The Old Palace of John Whitgift School is a selective independent school for girls in Croydon, London. The Old Palace is protected as a Grade I listed building.","Old Palace School, 06 Old Palace Rd, Croydon CR0 1AX","Old Palace Road, Croydon, Surrey, CR0 1AX",51.3723307,-0.104296132,Girls (3 to 18),,,,,607 (1-18),www.oldpalace.croydon.sch.uk,"Day K &pound 5,526 (11-18)",,0,1,0,0,5526,16578,1,
144,144,Woldingham School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82518/table/33/woldingham-school,Caterham,,18,51.2,80.5,104,65.3,148,Private,"Woldingham School is an independent school for girls, located in the former Marden Park of 700 acres (280 ha) outside the village of Woldingham, Surrey, ...","Marden Park, Woldingham, Caterham CR3 7YA","Marden Park, Woldingham, Caterham, Surrey, CR3 7YA",51.2755819,-0.05000341,Girls (11 to 18),"GBP 22,710–24,750","GBP 24,000",Excellent,All girls,615 (11-18),www.woldinghamschool.co.uk,"Day K &pound 7,570 - K &pound 8,250 (11-18) includes lunch","Boarding K &pound 10,950 - K &pound 13,570 (11-18)",0,1,0,0,8250,24750,1,1
145,145,Bishop Vesey's Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83772/table/34/bishop-veseys-grammar-school,Sutton Coldfield,Selective (100%),17.3,51.1,79.8,35,70.3,48=,State,Bishop Vesey's Grammar School. @BVGS1527. - Founded in 1527 - Inspiration and Excellence - Outstanding Grammar School in Sutton Coldfield.,"Lichfield Rd, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B74 2NH","Lichfield Road, Sutton Coldfield, West Midlands, B74 2NH",52.56932345,-1.82037592,Boys (11 to 18). Mixed sixth form,,,,,"1,290",www.bvgs.co.uk,,,1,0,1,0,0,0,1,
146,146,Rathmore Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/87505/table/34/rathmore-grammar-school,Belfast,Selective (100%),17.1,51,82.1,28,61.6,84,State,"Rathmore is a Catholic co-educational grammar school which caters for 1,260 day pupils aged 11-19. Page · Secondary school.","Kingsway, Dunmurry, Belfast BT10 0LF","Kingsway, Finaghy, Belfast, BT10 0LF",54.55128145,-5.991446934,Mixed (11 to 19). Mixed sixth form,,,,,"1,260",www.rathmoregrammarschool.org,,,0,0,1,1,0,0,1,
147,147,Chelmsford County High School for Girls,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83677/table/34/chelmsford-county-high-school-for-girls,Chelmsford,Selective (100%),18.3,51,79.4,36=,86.1,11,State,"Chelmsford County High School for Girls or ""CCHS"", is a selective grammar school for girls aged 11–18 located in Chelmsford, Essex, England.","Broomfield Rd, Chelmsford CM1 1RW","Broomfield Road, Chelmsford, Essex, CM1 1RW",51.7444432,0.468664631,Girls (11 to 18),,,,,"1,049",www.cchs.co.uk,,,0,1,0,0,0,0,1,
148,148,The Grammar School at Leeds,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82494/table/33/the-grammar-school-at-leeds,Leeds,,19.3,51,76.4,143=,70.7,107,Private,"Leeds Grammar School was an independent school founded 1552 in Leeds, West Yorkshire, England. Originally a male-only school, in August 2005 it merged with ...","Harrogate Rd, Leeds LS17 8GS","Alwoodley Gates, Harrogate Road, Leeds, LS17 8GS",53.8643403,-1.520492894,"Mixed, taught separately 11-16 (3 to 18). Mixed sixth form",,,,,"2,109 (3-18)",www.gsal.org.uk,"Day K &pound 4,917 (11-18)",,0,0,1,0,4917,14751,1,
149,149,The Royal High School Bath GDST,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82295/table/33/the-royal-high-school-bath-gdst,Bath,,16.2,51,75.6,155=,69.4,120=,Private,"Royal High School Bath, GDST, Bath, Somerset. 1534 likes · 151 talking about this · 1839 were here. Independent day and boarding school of choice for...","Lansdown Rd, Bath BA1 5SZ","Lansdown Road, Bath, BA1 5SZ",51.39707553,-2.365455872,Girls (3 to 18),,,,,611 (3-18),www.royalhighbath.gdst.net,"Day K &pound 4,661 - K &pound 4,865 (11-18)","Boarding K &pound 9,155 - K &pound 10,762 (11-18)",0,1,0,0,4865,14595,1,1
150,150,Loughborough Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82198/table/33/loughborough-grammar-school,Loughborough,,19.8,50.9,77.2,134=,63.3,159=,Private,Four wonderful independent Schools and a thriving Nursery in one beautiful campus · A School for life · The Campus · The Tower · Grammar School Library · Grammar ...,"3 Burton Walks, Loughborough LE11 2DU","Burton Walks, Loughborough, Leicestershire, LE11 2DU",52.76496205,-1.200763331,Boys (10 to 18),,,,,925 (10-18),www.lesgrammar.org,"Day K &pound 4,640 - K &pound 4,735 (10-18)","Boarding K &pound 9,915 - K &pound 11,820 (10-18)",1,0,0,0,4735,14205,1,1
151,151,St Edward's School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/87471/table/33/st-edwards-school,Oxford,,13.5,50.8,81,100,57.2,207,Private,"St Edward's Catholic Primary School. “Following Christ we reach our goals”. Green Street, Upton Park, London, E13 9AX Tel: 020 8472 4337 | Email: ...","Woodstock Road, Oxford, Oxfordshire, England","Woodstock Road, Oxford, OX2 7NN",51.7784925,-1.274299753,Mixed (13 to 18). Mixed sixth form,"GBP 34,650–34,650","GBP 34,500",Excellent,Co-educational,694 (13-18),www.stedwardsoxford.org,"Day K &pound 10,794 (13-18) includes lunch","Boarding K &pound 13,489 (13-18)",0,0,1,1,10794,32382,1,1
152,152,Wallington High School for Girls,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83705/table/34/wallington-high-school-for-girls,Wallington,Selective (100%),18.7,50.8,77.5,51=,76.1,31=,State,"Wallington High School for Girls is an all-girls selective grammar school in the London Borough of Sutton, England, specialising in STEM subjects and ...","Woodcote Rd, Wallington SM6 0PH","Woodcote Road, Wallington, Surrey, SM6 0PH",51.3477788,-0.151051426,Girls (11 to 18),,,,,"1,523",www.wallingtongirls.sutton.sch.uk,,,0,1,0,0,0,0,1,
153,153,Sir William Perkins's School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82527/table/33/sir-william-perkinss-school,Chertsey,,18.7,50.7,81.2,96=,79,71,Private,"Sir William Perkins's School is an independent day school for girls aged 11 to 18 in Chertsey, Surrey, England. It is situated on 49,000 m2 of greenbelt ...","Guildford Rd, Chertsey KT16 9BN","Guildford Road, Chertsey, Surrey, KT16 9BN",51.3859943,-0.512103,Girls (11 to 18),,,,,584 (11-18),www.swps.org.uk,"Day K &pound 5,837 (11-18)",,0,1,0,0,5837,17511,1,
154,154,The Leys School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82356/table/33/the-leys-school,Cambridge,,18.3,50.6,78.4,124=,68.4,126,Private,"The Leys School is a co-educational independent school in Cambridge, England. It is a day and boarding school for about 574 pupils between the ages of ...","The Fen Causeway, Cambridge CB2 7AD","Fen Causeway, Cambridge, CB2 7AD",52.19558415,0.120400881,Mixed (11 to 18). Mixed sixth form,"GBP 18,240–25,260","GBP 23,500",Excellent,Co-educational,572 (11-18),www.theleys.net,"Day K &pound 5,735 - K &pound 7,945 (11-18) includes lunch","Boarding K &pound 8,655 - K &pound 11,870 (11-18)",0,0,1,1,7945,23835,1,1
155,155,Nottingham Girls' High School GDST,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82537/table/33/nottingham-girls-high-school-gdst,Nottingham,,17.8,50.4,78.9,117=,71.8,102,Private,"Nottingham Girls' High School is an independent selective day school for girls aged 4–18, situated just north of Nottingham city centre.","9 Arboretum St, Nottingham NG1 4JB","9 Arboretum Street, Nottingham, NG1 4JB",52.9628967,-1.157192657,Girls (4 to 18),,,,,696 (4-18),https://nottinghamgirlshigh.gdst.net,"Day K &pound 4,672 - K &pound 4,766 (11-18)",,0,1,0,0,4766,14298,1,
156,156,The Cardinal Vaughan Memorial School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83714/table/34/the-cardinal-vaughan-memorial-school,London,Partially selective (10%),17.4,50.4,78.8,43=,50,140,State,Cardinal Vaughan Memorial School is a Roman Catholic day secondary school in Holland Park with approximately 950 students.,"89 Addison Rd, London W14 8BZ","89 Addison Road, Holland Park, London, W14 8BZ",51.5045683,-0.211448859,Boys (11 to 18). Mixed sixth form,,,,,"1,008",www.cvms.co.uk,,,1,0,1,0,0,0,1,
157,157,Bolton School Girls' Division,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82559/table/33/bolton-school-girls-division,Bolton,,16,50.3,80.6,102=,66.3,143,Private,"Bolton School Girls' Division is a vibrant, dynamic community, offering a nurturing environment in which our bright, well-motivated girls blossom and thrive ...","Chorley New Rd, Bolton BL1 4PB","Chorley New Road, Bolton, Lancashire, BL1 4PA",53.5795133,-2.4559782,"Girls, mixed pre-prep (0 to 18)",,,,,"1,218 (0-18)",www.boltonschool.org,"Day K &pound 4,237 (11-18) includes lunch",,0,1,0,0,4237,12711,1,
158,158,Canford School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82577/table/33/canford-school,Wimborne,,17.8,50.3,77.5,132,68.2,128,Private,Canford School is a public school (English independent day and boarding school for pupils aged 13–18). Situated in 300 acres of parkland near to the market ...,"Canford Magna, Wimborne BH21 3AD","Wimborne, Dorset, BH21 3AD",50.78828825,-1.951804629,Mixed (13 to 18). Mixed sixth form,"GBP 28,971–28,971","GBP 29,000",Excellent,Co-educational,647 (13-18),www.canford.com,"Day K &pound 9,995 (13-18) includes lunch","Boarding K &pound 13,130 (13-18)",0,0,1,1,9995,29985,1,1
159,159,Chetham's School of Music,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82334/table/33/chethams-school-of-music,Manchester,,18.4,50.3,76.6,140=,58.3,194=,Private,"Chetham's School, Library and The Stoller Hall · Chetham's School of Music. Chetham's Library. The Stoller Hall. Venue Hire & Concerts.","Girls House, Long Millgate, Manchester M3 1SB","Long Millgate, Manchester, M3 1SB",53.4864417,-2.243498663,Mixed (8 to 18). Mixed sixth form,,,,,331 (8-19),https://chethamsschoolofmusic.com,"Day K &pound 3,318 - K &pound 8,607 (8-19)","Boarding K &pound 11,108 (8-19)",0,0,1,1,8607,25821,1,1
160,160,Malvern St James Girls' School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/88736/table/33/malvern-st-james-girls-school,Great Malvern,,22.7,50.3,74.7,162,59,187=,Private,"Malvern St James (MSJ) is a leading Independent Day and Boarding School for Girls aged 4-18 in Malvern, Worcestershire, offering exceptional academic, ...","15 Avenue Rd, Malvern WR14 3BA","15 Avenue Road, Great Malvern, Worcestershire, WR14 3BA",52.11044556,-2.31702865,Girls (4 to 18),,,,,405 (4-18),www.malvernstjames.co.uk,"Day K &pound 5,990 - K &pound 6,580 (11-18) includes lunch","Boarding K &pound 6,840 - K &pound 13,470 (11-18)",0,1,0,0,6580,19740,1,1
161,161,The Marist School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82624/table/33/the-marist-school,Ascot,,19.5,50.2,81.2,96=,51.7,233,Private,"The Marist School is a Catholic independent day school for girls aged 2-18, situated within 55 acres of woodland in Sunninghill, near Ascot.","Kings Rd, Sunninghill, Ascot SL5 7PS","Kings Road, Sunninghill, Ascot, Berkshire, SL5 7PS",51.4021063,-0.6542307,Girls (3 to 18),,,,,434 (3-18),www.themaristschools.com,"Day K &pound 5,245 - K &pound 5,465 (11-18) includes lunch 11-13",,0,1,0,0,5465,16395,1,
162,162,Cheadle Hulme School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82533/table/33/cheadle-hulme-school,Cheadle,,17.7,50.2,78.6,120=,66.8,139=,Private,"Cheadle Hulme School is a coeducational independent day school in Cheadle Hulme, Greater Manchester, England, for pupils aged 4 to 18, and a member of the ...","Claremont Rd, Cheadle Hulme, Cheadle SK8 6EF","Claremont Road, Cheadle Hulme, Cheadle, Cheshire, SK8 6EF",53.3674649,-2.194762588,Mixed (3 to 18). Mixed sixth form,,,,,"1,475 (3-18)",www.cheadlehulmeschool.co.uk,"Day K &pound 4,210 (11-18)",,0,0,1,1,4210,12630,1,
163,163,St Helen's School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82230/table/33/st-helens-school,Northwood,,19.5,50,79.2,114=,82.8,57,Private,"Welcome to St Helen's Church of England VA Primary School. ... We work together to understand, show and share God's love. Adults and children act with honesty and ...","Seacole, Kahlo, Bronte, Franklin","Eastbury Road, Northwood, Middlesex, HA6 3AS",51.61247815,-0.420926596,Girls (3 to 18),,,,,"1,161 (3-18)",www.sthelens.london,"Day K &pound 6,107 (11-18)",,0,1,0,0,6107,18321,1,
